Name	Entity	AD site	Last seen	Device type	Device manufacturer	Device model	Device product version	CPU model	CPU frequency [Mhz]	Number of CPUs	Total RAM [bytes]	Total drive capacity [bytes]	OS version and architecture	Last logon time	Number of hard resets	Number of days since last system update	System drive free space [bytes]	Total drive free space [bytes]	Total non-system drive free space [bytes]	Last system update	Last system boot time	OS build	Group name	Number of cores
GUR-FING-L240	Gurgaon	SingaporeVPN	10.03.2020 04:41:50	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 02:00:35	1	-	400981987328	400981987328	0	-	09.03.2020 01:59:16	17763.1012.0.0	TBG_DOMAIN	4
NYC-ERSG-L072	New York	NewYork	09.03.2020 17:23:14	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:09:16	2	-	414869295104	414869295104	0	-	09.03.2020 09:05:26	17763.973.0.0	TBG_DOMAIN	4
NYC-BXII-L329	New York	NewYork	09.03.2020 17:20:11	laptop	Dell	Precision 5520	-	Intel Core i7-6820HQ CPU @ 2.70GHz	2701	1	34359738368	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 14:26:40	1	-	341546393600	341546393600	0	-	05.03.2020 14:25:19	17763.973.0.0	TBG_DOMAIN	4
GUR-COE2-DUBLIN	Gurgaon	-	10.03.2020 05:11:20	desktop	Dell	OptiPlex 7060	-	Intel Core i7-8700 CPU @ 3.20GHz	3192	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 17:41:59	1	-	488699224064	488699224064	0	-	06.03.2020 17:39:27	17763.973.0.0	WORKGROUP	6
SIN-REAL-L065	Singapore	Singapore	10.03.2020 05:14:09	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 10:37:21	1	-	363388239872	363388239872	0	-	09.03.2020 10:34:03	17763.1012.0.0	TBG_DOMAIN	4
MUM-GCS-L013	Mumbai	Mumbai	10.03.2020 05:13:47	laptop	Lenovo	20FAS2F302	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	8589934592	255715176448	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 02:28:27	1	-	200222654464	200222654464	0	-	09.03.2020 02:27:25	17763.379.0.0	TBG_DOMAIN	2
NYC-REAL-L827	New York	NewYork	09.03.2020 23:26:55	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 10:44:14	2	-	436384604160	436384604160	0	-	09.03.2020 10:42:20	17763.973.0.0	TBG_DOMAIN	4
HKG-PEQG-L127	Hong Kong	SingaporeVPN	10.03.2020 02:46:36	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 20:18:21	1	-	399347875840	399347875840	0	-	08.03.2020 20:08:51	17763.1012.0.0	TBG_DOMAIN	4
GUR-FING-L291	Gurgaon	Gurgaon10CC2	09.03.2020 12:11:59	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 02:38:57	1	-	431063801856	431063801856	0	-	09.03.2020 02:35:24	17763.1012.0.0	TBG_DOMAIN	4
MUM-REAL-L106	Mumbai	SingaporeVPN	09.03.2020 09:14:51	laptop	Lenovo	20F9CT01WW	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 08:42:54	5	-	113532645376	113532645376	0	-	09.03.2020 08:42:04	17763.615.0.0	TBG_DOMAIN	2
LDN-REAL-L644	London	London	09.03.2020 16:45:11	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 04:11:39	1	-	368491376640	368491376640	0	-	06.03.2020 04:09:49	17763.1012.0.0	TBG_DOMAIN	4
NYC-BXII-L304	New York	VirginiaVPN	09.03.2020 02:01:49	laptop	Dell	Precision 5520	-	Intel Core i7-6820HQ CPU @ 2.70GHz	2701	1	34359738368	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 09:33:35	1	-	375432019968	375432019968	0	-	08.03.2020 08:24:39	17763.1012.0.0	TBG_DOMAIN	4
SIN-TACT-L039	Singapore	Singapore	10.03.2020 05:14:39	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 06:34:27	1	-	336606035968	336606035968	0	-	09.03.2020 06:32:41	17763.1012.0.0	TBG_DOMAIN	4
LDN-BXII-L188	London	London	10.03.2020 05:14:31	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 06:54:34	1	-	393473384448	393473384448	0	-	05.03.2020 06:53:11	17763.1012.0.0	TBG_DOMAIN	4
NYC-TACT-L098	New York	VirginiaVPN	10.03.2020 05:12:29	laptop	Lenovo	20JTS0HD06	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	509584166912	Windows 10 Enterprise 1709 (64 bits)	09.03.2020 20:54:15	2	-	388490485760	388490485760	0	-	09.03.2020 20:53:26	16299.1654.0.0	TBG_DOMAIN	2
NYC-REAL-L681	New York	NewYork	09.03.2020 18:26:34	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 08:11:59	1	-	338468741120	338468741120	0	-	09.03.2020 08:09:09	17763.1012.0.0	TBG_DOMAIN	4
NYC-REAL-L900	New York	CarlstadtVPN	09.03.2020 22:52:36	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 16:31:22	4	-	229502312448	229502312448	0	-	09.03.2020 00:06:34	17763.1012.0.0	TBG_DOMAIN	4
NYC-GCS-L147	New York	NewYork	09.03.2020 13:33:53	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511261892608	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:32:09	1	-	327286935552	327286935552	0	-	09.03.2020 09:29:32	17763.1012.0.0	TBG_DOMAIN	4
NYC-ERSG-L067	New York	NewYork	09.03.2020 17:04:43	laptop	Lenovo	20FAS2F200	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 14:43:06	1	-	432278192128	432278192128	0	-	09.03.2020 14:40:04	17763.1012.0.0	TBG_DOMAIN	2
NYC-GSO-W938	New York	NewYork	05.03.2020 13:10:47	desktop	HP	HP EliteDesk 800 G1 SFF	-	Intel Core i7-4770 CPU @ 3.40GHz	3401	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 08:48:45	1	-	89362403328	89362403328	0	-	04.03.2020 23:40:17	17763.1012.0.0	TBG_DOMAIN	4
NYC-HUMN-L117	New York	NewYork	09.03.2020 15:01:17	laptop	Lenovo	20FAS2F300	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	255242321920	Windows 10 Enterprise 1709 (64 bits)	09.03.2020 09:36:41	1	-	173741592576	173741592576	0	-	09.03.2020 09:35:49	16299.1625.0.0	TBG_DOMAIN	2
NYC-GCS-L124	New York	NewYork	09.03.2020 14:06:38	laptop	Dell	Precision 5520	-	Intel Core i7-6820HQ CPU @ 2.70GHz	2701	1	34359738368	511261892608	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 07:08:03	1	-	416469594112	416469594112	0	-	09.03.2020 07:05:15	17763.973.0.0	TBG_DOMAIN	4
NYC-REAL-L952	New York	CarlstadtVPN	09.03.2020 20:05:28	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 11:29:20	1	-	331002490880	331002490880	0	-	09.03.2020 11:21:15	17763.1012.0.0	TBG_DOMAIN	4
GUR-BXII-L453	Gurgaon	SingaporeVPN	09.03.2020 11:40:18	laptop	Lenovo	20JTS0HA06	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 06:34:09	1	-	165126905856	165126905856	0	-	09.03.2020 06:32:13	17763.1012.0.0	TBG_DOMAIN	2
LDN-REAL-L682	London	SloughVPN	09.03.2020 15:59:56	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 05:20:40	1	-	419741331456	419741331456	0	-	09.03.2020 05:19:29	17763.1012.0.0	TBG_DOMAIN	4
GUR-FING-L250	Gurgaon	SingaporeVPN	10.03.2020 02:48:56	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	10.03.2020 02:23:47	1	-	463295827968	463295827968	0	-	10.03.2020 02:21:54	17763.973.0.0	TBG_DOMAIN	4
NYC-BXII-L311	New York	NewYork	09.03.2020 18:29:48	laptop	Dell	Precision 5520	-	Intel Core i7-6820HQ CPU @ 2.70GHz	2701	1	34359738368	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 08:37:00	1	-	219299774464	219299774464	0	-	05.03.2020 08:34:40	17763.973.0.0	TBG_DOMAIN	4
GUR-BXII-L349	Gurgaon	Gurgaon	09.03.2020 08:35:16	laptop	Lenovo	20JTS0HA06	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 21:43:17	1	-	196235235328	196235235328	0	-	08.03.2020 21:37:31	17763.1012.0.0	TBG_DOMAIN	2
NYC-HUMN-L167	New York	NewYork	10.03.2020 05:14:42	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 13:13:34	1	-	438348181504	438348181504	0	-	09.03.2020 13:12:15	17763.1012.0.0	TBG_DOMAIN	4
NYC-BXII-L272	New York	NewYork	08.03.2020 03:29:08	laptop	Dell	Precision 5520	-	Intel Core i7-6820HQ CPU @ 2.70GHz	2701	1	34359738368	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 09:59:32	2	-	369827901440	369827901440	0	-	07.03.2020 02:46:08	17763.1012.0.0	TBG_DOMAIN	4
NYC-GSO-L369	New York	SantaMonica	10.03.2020 01:07:14	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 21:40:30	1	-	363222065152	363222065152	0	-	08.03.2020 21:38:52	17763.1012.0.0	TBG_DOMAIN	4
NYC-GCS-L142	New York	NewYork	06.03.2020 11:56:28	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 07:22:04	1	-	376020037632	376020037632	0	-	05.03.2020 07:19:58	17763.973.0.0	TBG_DOMAIN	4
GUR-BXII-L507	Gurgaon	SingaporeVPN	09.03.2020 23:38:27	laptop	Lenovo	20JTS0HA06	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 12:06:17	4	-	181962289152	181962289152	0	-	09.03.2020 12:05:38	17763.1012.0.0	TBG_DOMAIN	2
LDN-BISG-L002	London	London	09.03.2020 08:39:03	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 06:20:09	1	-	430621712384	430621712384	0	-	09.03.2020 06:07:39	17763.1012.0.0	TBG_DOMAIN	4
SIN-TACT-L023	Singapore	SingaporeVPN	09.03.2020 02:23:32	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	510820380672	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 08:35:31	3	-	398275223552	398275223552	0	-	05.03.2020 08:34:07	17763.1012.0.0	TBG_DOMAIN	4
HKG-FING-L011	Hong Kong	SingaporeVPN	10.03.2020 05:13:01	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 21:16:04	2	-	411956641792	411956641792	0	-	08.03.2020 21:15:22	17763.1012.0.0	TBG_DOMAIN	4
GUR-FING-L230	Gurgaon	Gurgaon10CC2	09.03.2020 11:58:46	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 02:02:50	1	-	424688672768	424688672768	0	-	09.03.2020 02:01:08	17763.1012.0.0	TBG_DOMAIN	4
NYC-BXII-L517	New York	NewYork	09.03.2020 22:06:04	laptop	Dell	Precision 5520	-	Intel Core i7-6820HQ CPU @ 2.70GHz	2701	1	34359738368	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 07:28:04	1	-	275330179072	275330179072	0	-	09.03.2020 07:26:15	17763.1012.0.0	TBG_DOMAIN	4
GUR-FING-L237	Gurgaon	Gurgaon10CC2	09.03.2020 13:53:30	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 11:03:25	1	-	457507041280	457507041280	0	-	09.03.2020 11:02:30	17763.1012.0.0	TBG_DOMAIN	4
NYC-BXII-L1031	New York	NewYork	10.03.2020 01:36:25	laptop	Dell	Precision 5520	-	Intel Core i7-6820HQ CPU @ 2.70GHz	2701	1	34359738368	509584166912	Windows 10 Enterprise 1709 (64 bits)	09.03.2020 17:33:13	1	-	300978192384	300978192384	0	-	09.03.2020 17:30:24	16299.1654.0.0	TBG_DOMAIN	4
SIN-PEQG-L042	Singapore	Singapore	10.03.2020 05:14:02	laptop	Lenovo	20JTCTO1WW	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 22:08:11	1	-	395743145984	395743145984	0	-	09.03.2020 05:39:43	17763.1012.0.0	TBG_DOMAIN	2
GUR-FING-L293	Gurgaon	Gurgaon10CC2	09.03.2020 12:18:12	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:25:34	2	-	420444147712	420444147712	0	-	09.03.2020 08:42:19	17763.1012.0.0	TBG_DOMAIN	4
NYC-GCS-L101	New York	NewYork	09.03.2020 02:16:49	laptop	Dell	Precision 5520	-	Intel Core i7-6820HQ CPU @ 2.70GHz	2701	1	34359738368	511764852736	Windows 10 Enterprise 1809 (64 bits)	07.03.2020 18:33:01	1	-	250408591360	250408591360	0	-	07.03.2020 18:28:52	17763.1012.0.0	TBG_DOMAIN	4
HKG-PEQG-L125	Hong Kong	HongKong	10.03.2020 05:12:01	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 08:01:27	1	-	413878767616	413878767616	0	-	08.03.2020 07:55:29	17763.1012.0.0	TBG_DOMAIN	4
NYC-GCS-L140	New York	NewYork	10.03.2020 05:13:59	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 14:06:27	1	-	352256913408	352256913408	0	-	09.03.2020 13:10:00	17763.1012.0.0	TBG_DOMAIN	4
GUR-BXII-L242	Gurgaon	Gurgaon	09.03.2020 02:11:29	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 22:01:42	1	-	407662288896	407662288896	0	-	08.03.2020 21:59:29	17763.1012.0.0	TBG_DOMAIN	4
GUR-BXII-L296	Gurgaon	SingaporeVPN	09.03.2020 16:42:56	laptop	Lenovo	20JTS0HD02	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 08:13:00	1	-	387030183936	387030183936	0	-	09.03.2020 08:04:01	17763.1012.0.0	TBG_DOMAIN	2
HUS-GSO-L065	Houston	VirginiaVPN	10.03.2020 04:07:30	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 15:04:37	1	-	408009424896	408009424896	0	-	08.03.2020 15:03:59	17763.1012.0.0	TBG_DOMAIN	4
HKG-HUMN-L035	Hong Kong	SingaporeVPN	10.03.2020 05:13:39	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 08:09:49	1	-	414147596288	414147596288	0	-	09.03.2020 07:41:54	17763.1012.0.0	TBG_DOMAIN	4
NYC-REAL-L065	New York	NewYork	09.03.2020 20:41:03	laptop	Lenovo	20JTS0HA04	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 20:21:25	1	-	198465359872	198465359872	0	-	09.03.2020 20:07:06	17763.832.0.0	TBG_DOMAIN	2
HKG-REAL-L138	Hong Kong	HongKong	10.03.2020 05:14:17	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	510857191424	Windows 10 Enterprise 1809 (64 bits)	10.03.2020 03:18:41	1	-	414587408384	414587408384	0	-	10.03.2020 03:13:35	17763.1012.0.0	TBG_DOMAIN	4
NYC-BAAM-L958	New York	VirginiaVPN	09.03.2020 21:40:00	laptop	Lenovo	20FAS2F300	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	8589934592	255715176448	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 21:24:26	1	-	162760060928	162760060928	0	-	09.03.2020 21:22:44	17763.973.0.0	TBG_DOMAIN	2
NYC-REAL-L948	New York	NewYork	09.03.2020 11:42:53	laptop	Lenovo	20FAS72008	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 08:32:50	1	-	152163880960	152163880960	0	-	09.03.2020 08:30:43	17763.973.0.0	TBG_DOMAIN	2
HKG-PEQG-L126	Hong Kong	HongKong	10.03.2020 05:14:06	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 21:24:35	1	-	399450525696	399450525696	0	-	09.03.2020 21:23:45	17763.1012.0.0	TBG_DOMAIN	4
NYC-GSO-L366	New York	CarlstadtVPN	09.03.2020 22:22:33	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 21:04:22	1	-	334301044736	334301044736	0	-	09.03.2020 20:58:28	17763.1012.0.0	TBG_DOMAIN	4
HKG-COMP-L028	Hong Kong	SingaporeVPN	10.03.2020 01:48:44	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	10.03.2020 01:18:15	1	-	435403419648	435403419648	0	-	10.03.2020 01:17:43	17763.1012.0.0	TBG_DOMAIN	4
GUR-FING-L196	Gurgaon	Gurgaon10CC2	09.03.2020 11:53:47	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 02:34:19	2	-	434567421952	434567421952	0	-	09.03.2020 02:33:44	17763.1012.0.0	TBG_DOMAIN	4
NYC-LOAN-L967	New York	NewYork	10.03.2020 04:16:18	laptop	Lenovo	20FAS2F300	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	8589934592	255715176448	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 18:17:05	4	-	189344649216	189344649216	0	-	09.03.2020 18:06:48	17763.832.0.0	TBG_DOMAIN	2
NYC-REAL-L905	New York	CarlstadtVPN	06.03.2020 10:31:42	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 08:37:20	1	-	316125011968	316125011968	0	-	05.03.2020 08:21:17	17763.973.0.0	TBG_DOMAIN	4
NYC-MEET-L378	New York	NewYork	05.03.2020 16:17:48	laptop	Lenovo	20ARS2HB00	ThinkPad T440s	Intel Core i7-4600U CPU @ 2.10GHz	2701	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 08:41:43	2	-	162194767872	162194767872	0	-	05.03.2020 08:40:50	17763.973.0.0	TBG_DOMAIN	2
NYC-GCS-L090	New York	NewYork	09.03.2020 18:15:06	laptop	Lenovo	20BWS13000	ThinkPad T450s	Intel Core i7-5600U CPU @ 2.60GHz	2594	1	8589934592	255715176448	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 15:11:20	1	-	126173609984	126173609984	0	-	06.03.2020 16:32:59	17763.1012.0.0	TBG_DOMAIN	2
NYC-GSO-L370	New York	NewYork	10.03.2020 05:12:34	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 07:32:42	1	-	391822336000	391822336000	0	-	04.03.2020 07:29:13	17763.973.0.0	TBG_DOMAIN	4
HKG-PEQG-L120	Hong Kong	HongKong	10.03.2020 05:14:53	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 20:33:44	1	-	241867579392	241867579392	0	-	05.03.2020 20:31:47	17763.1012.0.0	TBG_DOMAIN	4
DBN-GSO-L156	Dublin	Dublin	10.03.2020 05:13:43	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	10.03.2020 05:13:28	1	-	399359229952	399359229952	0	-	10.03.2020 05:10:57	17763.1012.0.0	TBG_DOMAIN	4
NYC-BAAM-L004	New York	VirginiaVPN	06.03.2020 17:31:22	laptop	Dell	Precision 5520	-	Intel Core i7-6820HQ CPU @ 2.70GHz	2701	1	34359738368	511764852736	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 08:46:16	1	-	316038852608	316038852608	0	-	04.03.2020 02:27:40	17763.973.0.0	TBG_DOMAIN	4
NYC-REAL-L849	New York	VirginiaVPN	10.03.2020 05:14:03	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 08:27:28	1	-	383843971072	383843971072	0	-	04.03.2020 08:26:00	17763.973.0.0	TBG_DOMAIN	4
GUR-REAL-L089	Gurgaon	Gurgaon10CC2	09.03.2020 07:01:16	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 21:47:15	2	-	366737448960	366737448960	0	-	08.03.2020 21:46:02	17763.1012.0.0	TBG_DOMAIN	4
NYC-REAL-L929	New York	NewYork	09.03.2020 23:16:30	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 09:09:46	1	-	382453186560	382453186560	0	-	09.03.2020 09:09:05	17763.1012.0.0	TBG_DOMAIN	4
ZOOM-196ZQ13	-	-	10.03.2020 05:11:37	desktop	Dell	OptiPlex 7070	-	Intel Core i7-9700 CPU @ 3.00GHz	3000	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	07.03.2020 23:45:48	5	-	485852160000	485852160000	0	-	07.03.2020 23:40:22	17763.107.0.0	WORKGROUP	8
NYC-GSO-L309	New York	VirginiaVPN	09.03.2020 18:22:12	laptop	Lenovo	20FAS72008	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	07.03.2020 11:00:16	1	-	153838845952	153838845952	0	-	07.03.2020 10:54:06	17763.1012.0.0	TBG_DOMAIN	2
NYC-TACT-L130	New York	NewYork	09.03.2020 21:17:59	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 20:19:24	1	-	248095182848	248095182848	0	-	09.03.2020 20:17:27	17763.973.0.0	TBG_DOMAIN	4
SIN-UAT-L006	Singapore	Singapore	04.03.2020 13:50:00	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	-	1	-	454953193472	454953193472	0	-	04.03.2020 01:35:38	17763.832.0.0	TBG_DOMAIN	4
GUR-BXII-L495	Gurgaon	SingaporeVPN	10.03.2020 05:13:04	laptop	Lenovo	20JTS0HA06	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 23:52:48	1	-	160686485504	160686485504	0	-	08.03.2020 23:51:33	17763.1012.0.0	TBG_DOMAIN	2
NYC-ERSG-L080	New York	NewYork	08.03.2020 14:50:10	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 08:49:24	1	-	374487441408	374487441408	0	-	04.03.2020 08:45:51	17763.973.0.0	TBG_DOMAIN	4
